user_id,budget,available_days,distance_preference,num_travelers,activity_type,season,start_latitude,start_longitude,selected_attractions,total_time_hours,total_budget
751,139495.4,3,397.43,1,mixed,3,9.682494,81.59839,"['100', '96', '93', '14', '12', '34', '13']",9.52,117358.64
752,375287.16,3,471.1,1,beach,3,9.555038,81.096488,"['100', '5', '108', '118', '63', '56', '8']",11.23,304733.59
753,28471.79,4,336.98,1,beach,2,6.224154,81.269772,"['4', '8', '7', '1', '2', '108', '6', '51', '3', '5']",28.68,24408.25
754,14576.53,3,381.32,1,adventure,1,6.583424,80.820659,"['92', '32', '31', '40', '29', '30', '42']",19.75,12761.04
755,15854.91,5,248.48,2,wildlife,2,9.154935,81.446008,"['85', '64', '8', '73', '31', '29', '102', '32', '97', '48', '35', '30']",33.84,9757.7
756,469081.53,2,339.09,2,relaxation,2,9.729652,80.565516,"['64', '85', '8', '116', '51']",8.75,281875.67
757,19768.17,3,198.54,2,wildlife,1,6.798496,81.328032,"['35', '53', '25', '92', '7', '26', '78']",13.28,14589.26
758,21214.84,2,402.34,1,mixed,2,6.176716,79.991739,"['117', '64', '4', '10', '8']",11.8,12940.72
759,13520.51,4,189.5,2,cultural,3,6.367817,81.729544,"['18', '16', '17', '15', '34', '36', '33', '73', '119', '40']",30.64,9278.11
760,135442.95,4,185.62,2,mixed,3,7.757828,80.261356,"['95', '96', '34', '13', '35', '33', '12', '9', '5', '36']",30.25,101703.69
761,275535.15,7,285.55,3,mixed,1,7.407803,80.319277,"['3', '81', '1', '2', '6', '83', '7', '74', '46', '61', '34', '35']",43.12,194101.22
762,94204.15,7,349.48,2,cultural,3,9.316682,79.590774,"['15', '34', '16', '17', '36', '33', '121', '101', '77', '70', '59', '18']",25.75,59860.02
763,53740.52,4,171.53,1,beach,1,8.541702,79.797632,"['3', '1', '6', '2', '7', '5', '8', '90', '83', '92']",14.77,46404.59
764,114925.28,3,90.23,1,relaxation,1,8.016743,79.880145,"['46', '81', '83', '96', '122', '95', '12']",12.56,103309.33
765,23094.08,1,288.11,1,adventure,2,6.44487,80.224184,"['31', '32', '55', '29', '120']",6.4,20397.98
766,79159.72,5,125.52,3,historical,1,6.173209,80.459422,"['61', '10', '74', '36', '34', '1', '2', '33', '117', '81', '7', '6']",17.88,72215.18
767,65244.97,2,250.13,5,wildlife,1,7.633652,81.88123,"['35', '53', '122', '92', '85']",10.1,47798.74
768,80970.57,7,153.94,1,beach,1,9.291976,80.564816,"['90', '8', '100', '104', '3', '83', '1', '6', '7', '2', '57', '51']",27.45,52831.81
769,209219.6,10,422.17,3,cultural,1,8.247122,79.852951,"['74', '65', '15', '34', '48', '16', '17', '73', '64', '33', '36', '106']",67.4,173810.84
770,118971.0,4,237.8,4,wildlife,3,9.560489,79.852552,"['43', '122', '35', '85', '14', '107', '53', '109', '96', '103']",15.39,106835.36
771,394592.99,1,212.65,4,historical,1,8.133913,79.959755,"['81', '46', '83', '96', '74']",7.31,343445.64
772,106686.05,1,459.18,4,mixed,2,6.166713,81.256875,"['117', '64', '4', '51', '8']",7.86,87464.42
773,26217.5,3,286.75,8,relaxation,2,8.431351,80.534016,"['64', '8', '117', '85', '116', '96', '4']",19.09,24181.95
774,86744.49,2,115.37,2,historical,3,7.810879,81.116277,"['11', '13', '9', '34', '33']",12.28,55325.14
775,73009.63,2,174.48,1,cultural,2,9.018378,81.469524,"['64', '73', '60', '116', '71']",12.02,62868.93
776,124394.15,7,402.28,2,beach,3,8.857486,80.549189,"['5', '100', '108', '118', '63', '56', '8', '51', '3', '1', '4', '2']",41.28,104660.74
777,46125.8,7,120.85,3,adventure,1,7.811666,81.464892,"['92', '42', '40', '29', '102', '31', '32', '30', '98', '45', '87', '62']",23.07,40546.38
778,124133.97,2,465.26,5,adventure,2,8.043518,79.761443,"['31', '32', '29', '120', '94']",7.98,116995.71
779,95183.79,3,170.71,3,historical,2,7.669354,81.235824,"['117', '64', '116', '34', '11', '13', '33']",21.9,75576.79
780,20510.68,3,377.89,3,historical,2,9.255062,80.885602,"['64', '117', '116', '96', '14', '83', '95']",10.29,15172.53
781,367944.98,2,354.23,4,mixed,3,8.621836,79.991203,"['96', '12', '95', '13', '34']",14.89,227030.11
782,424133.18,5,428.77,1,historical,2,8.021059,80.5063,"['64', '117', '116', '115', '96', '95', '34', '13', '12', '9', '33', '11']",35.95,336905.84
783,138165.45,1,54.07,2,wildlife,3,6.38149,80.614965,"['53', '35', '18', '20', '10']",3.72,97238.27
784,85978.97,2,483.69,4,beach,1,7.936553,80.04868,"['3', '1', '6', '2', '7']",13.49,75162.64
785,299510.83,5,480.54,8,relaxation,2,8.061625,79.862636,"['64', '117', '85', '116', '8', '51', '4', '115', '96', '95', '34', '12']",37.65,271232.74
786,364396.37,1,121.12,3,historical,2,6.158772,80.107106,"['10', '115', '117', '36', '61']",5.98,313066.81
787,49001.6,2,246.06,2,relaxation,1,7.77351,81.553628,"['81', '83', '7', '3', '1']",13.28,37023.9
788,31359.89,2,370.9,2,wildlife,1,9.518382,81.620424,"['35', '85', '104', '122', '43']",9.71,29264.44
789,85785.67,2,386.51,2,wildlife,1,6.594202,80.959711,"['35', '53', '122', '92', '26']",12.3,51708.07
790,111682.22,5,225.74,1,adventure,2,6.63386,80.390733,"['31', '32', '55', '29', '30', '120', '41', '45', '62', '114', '92', '47']",31.18,74520.51
791,223687.62,5,232.85,2,relaxation,3,9.715374,80.790341,"['100', '14', '96', '12', '77', '93', '101', '13', '43', '9', '95', '11']",18.36,147471.34
792,112202.3,7,143.5,2,wildlife,1,9.039698,80.076707,"['85', '43', '83', '122', '104', '35', '57', '21', '105', '81', '92', '46']",45.28,82402.61
793,414184.79,7,137.36,1,relaxation,2,6.652195,79.861693,"['115', '117', '3', '36', '10', '118', '6', '5', '1', '34', '35', '4']",33.72,344323.82
794,91571.67,10,368.53,3,cultural,1,6.928907,81.723146,"['65', '73', '74', '15', '34', '16', '17', '33', '36', '48', '18', '64']",69.53,68908.98
795,110388.81,7,462.0,3,mixed,1,6.74798,81.347637,"['7', '1', '2', '3', '6', '83', '81', '61', '74', '46', '34', '10']",42.81,98143.8
796,139747.81,4,476.56,1,relaxation,2,8.339449,81.757867,"['64', '51', '8', '117', '4', '85', '116', '115', '34', '96']",27.1,107329.46
797,347891.94,4,205.83,3,relaxation,2,7.228338,81.222394,"['117', '4', '51', '64', '8', '115', '34', '33', '116', '85']",19.15,306949.04
798,16006.84,5,416.89,1,wildlife,2,9.711552,81.754761,"['85', '64', '31', '29', '32', '73', '8', '48', '35', '30', '102', '97']",29.2,12198.92
799,90718.17,3,495.69,1,wildlife,3,8.74541,81.475534,"['35', '122', '43', '53', '85', '15', '96']",23.39,84599.27
800,108502.67,2,451.35,6,wildlife,2,6.640016,81.425932,"['85', '35', '53', '122', '32']",13.25,67864.94
801,52493.47,3,113.84,3,relaxation,1,9.528472,80.650578,"['83', '64', '14', '81', '100', '90', '104']",22.88,38560.13
802,33934.65,3,290.13,5,beach,1,6.464764,80.492151,"['1', '2', '3', '6', '7', '5', '108']",9.56,31221.98
803,33150.86,3,408.74,2,cultural,2,6.346289,80.553879,"['73', '48', '64', '119', '71', '82', '106']",11.84,20774.91
804,398039.98,10,144.23,3,wildlife,3,9.740625,80.762541,"['43', '122', '35', '85', '100', '111', '14', '103', '121', '107', '104', '101']",75.04,320947.87
805,85389.33,2,77.19,2,cultural,2,8.933836,81.544828,"['64', '60', '73', '77', '79']",8.78,53425.31
806,145095.11,7,171.8,1,historical,3,7.673763,79.638854,"['95', '96', '36', '34', '33', '13', '12', '9', '10', '11', '14', '67']",29.45,129889.77
807,69987.99,4,365.91,4,adventure,1,8.854096,81.633345,"['92', '98', '42', '87', '102', '31', '29', '99', '32', '40']",23.24,64702.16
808,206775.63,5,145.4,4,cultural,2,6.341601,80.22536,"['115', '48', '82', '73', '119', '71', '17', '16', '36', '18', '34', '15']",20.61,175856.77
809,15138.05,5,156.3,2,relaxation,3,6.046281,81.82059,"['10', '108', '34', '36', '95', '53', '63', '5', '96', '33', '13', '7']",17.93,13969.88
810,248437.95,7,344.6,2,historical,1,9.097329,80.141359,"['83', '81', '46', '74', '96', '64', '14', '12', '61', '95', '116', '13']",43.21,208638.92
811,101971.0,5,121.94,3,adventure,2,8.287511,81.814664,"['102', '52', '88', '29', '31', '32', '30', '99', '94', '45', '62', '86']",31.42,86540.11
812,57580.69,2,178.66,2,cultural,3,9.287917,80.374483,"['121', '101', '77', '15', '34']",7.56,45990.84
813,79192.24,10,317.96,2,historical,3,6.118776,79.585861,"['10', '36', '34', '95', '96', '33', '13', '12', '11', '9', '14', '67']",50.18,61655.55
814,10088.89,5,377.85,4,beach,2,6.720079,81.653259,"['4', '8', '108', '32', '31', '29', '7', '5', '1', '30', '6', '2']",28.22,9074.71
815,461916.88,14,356.34,1,mixed,3,6.942433,81.487233,"['108', '34', '33', '10', '67', '95', '35', '13', '11', '36', '9', '96']",52.42,406012.82
816,46817.37,2,407.24,3,historical,2,6.162253,80.4923,"['117', '64', '115', '10', '116']",14.65,42462.51
817,241929.53,3,58.45,5,cultural,3,7.741939,79.885302,"['16', '34', '48', '15', '17', '36', '33']",22.56,224919.98
818,102587.08,7,188.33,4,historical,3,7.595245,81.168634,"['34', '33', '95', '13', '11', '9', '96', '67', '12', '36', '10', '77']",28.98,70810.12
819,265170.82,3,140.27,1,wildlife,3,9.662844,80.74217,"['43', '122', '35', '100', '85', '111', '103']",22.32,178092.96
820,364683.05,3,230.67,5,historical,2,6.162609,80.472429,"['117', '115', '10', '64', '34', '61', '36']",9.55,244286.23
821,46881.41,4,258.59,1,relaxation,3,9.561674,80.419135,"['14', '96', '95', '100', '12', '13', '34', '43', '11', '9']",28.17,43840.95
822,77045.18,2,393.06,2,historical,2,6.112461,81.10501,"['117', '64', '115', '10', '116']",12.85,57118.48
823,54707.6,2,307.22,2,cultural,3,6.057382,81.689817,"['15', '34', '18', '16', '17']",15.72,34182.09
824,155926.36,5,474.37,1,beach,2,7.50119,81.250985,"['4', '8', '51', '108', '3', '1', '2', '5', '7', '6', '63', '118']",32.86,101600.47
825,92026.37,5,470.77,1,beach,1,9.37498,81.192326,"['90', '3', '1', '2', '7', '6', '8', '100', '51', '5', '108', '4']",15.87,61991.63
826,88170.17,3,328.83,1,historical,1,5.971628,79.899595,"['61', '10', '81', '74', '83', '46', '36']",16.38,78435.28
827,121512.59,4,335.74,4,beach,3,8.601429,81.18967,"['100', '108', '5', '118', '63', '8', '56', '51', '4', '3']",24.69,76199.09
828,95170.71,3,80.7,3,adventure,2,9.22106,80.59265,"['86', '88', '94', '52', '102', '111', '97']",18.17,67858.0
829,61930.62,4,357.36,2,relaxation,1,8.763496,81.332193,"['83', '81', '3', '90', '1', '7', '46', '2', '6', '64']",27.07,45645.62
830,241501.4,1,210.26,2,beach,3,9.10486,81.662311,"['100', '108', '5', '8', '51']",4.84,217227.44
831,57876.36,3,309.68,2,wildlife,1,8.573192,80.928995,"['35', '85', '122', '43', '92', '105', '104']",21.19,40563.4
832,83982.36,3,425.79,4,wildlife,1,9.349817,81.265822,"['35', '85', '122', '43', '104', '92', '98']",21.74,63793.71
833,63777.56,1,173.27,2,wildlife,3,7.107703,81.51156,"['35', '53', '122', '40', '15']",3.75,51627.53
834,10187.55,5,244.19,2,adventure,3,7.342525,81.777935,"['40', '32', '31', '29', '30', '54', '92', '113', '102', '62', '50', '16']",21.82,9641.94
835,15868.83,3,200.98,3,relaxation,3,9.528738,79.835612,"['14', '96', '95', '13', '12', '34', '43']",16.96,9872.88
836,37557.44,7,277.09,2,beach,1,9.760663,79.891083,"['1', '3', '90', '6', '7', '2', '8', '5', '83', '100', '104', '108']",33.63,24379.41
837,68791.54,5,339.73,1,historical,1,8.582416,80.293585,"['83', '81', '46', '96', '64', '95', '74', '12', '34', '13', '61', '14']",31.96,63084.43
838,54304.7,4,272.69,2,wildlife,2,6.769991,80.389603,"['85', '35', '31', '32', '53', '29', '122', '55', '30', '73']",29.16,33204.34
839,104062.96,5,157.38,3,relaxation,1,9.524017,80.257138,"['83', '81', '14', '46', '64', '90', '96', '85', '100', '43', '101', '116']",19.53,95981.29
840,107735.71,4,395.02,2,beach,2,7.976348,80.307369,"['8', '51', '4', '5', '3', '1', '108', '2', '6', '7']",31.33,88669.86
841,11383.43,4,196.91,2,wildlife,3,9.512152,79.601992,"['14', '43', '35', '122', '96', '109', '85', '107', '95', '16']",12.08,10021.47
842,28344.09,7,77.89,3,adventure,2,8.449607,80.300481,"['102', '94', '29', '31', '32', '52', '86', '92', '88', '30', '45', '106']",44.38,24607.31
843,28735.29,1,159.46,8,relaxation,3,6.389203,80.998338,"['10', '53', '34', '35', '108']",6.97,26649.27
844,484387.85,2,400.15,2,historical,3,7.720926,79.856043,"['96', '34', '95', '36', '33']",15.41,378485.91
845,73238.55,1,477.83,5,adventure,2,9.22992,80.620829,"['31', '88', '29', '32', '94']",7.81,53319.21
846,48044.75,4,419.06,2,cultural,3,8.312713,81.357799,"['15', '34', '16', '33', '17', '36', '70', '67', '18', '121']",28.04,36415.2
847,374695.25,5,236.61,1,mixed,1,8.844996,80.977383,"['83', '81', '64', '90', '46', '3', '74', '8', '1', '77', '2', '7']",25.9,252673.78
848,454792.27,1,258.14,2,historical,3,6.469856,80.204295,"['10', '36', '34', '33', '95']",3.41,275964.47
849,120458.15,4,458.07,2,mixed,1,8.820274,81.789535,"['83', '81', '90', '3', '1', '2', '7', '6', '46', '74']",24.77,100229.2
850,299500.62,5,374.02,2,cultural,3,9.339937,80.076259,"['15', '121', '34', '101', '33', '77', '16', '17', '36', '70', '67', '93']",16.08,207413.06
851,320498.89,1,472.19,2,cultural,2,9.213789,81.47776,"['64', '73', '60', '71', '48']",7.26,252464.34
852,44035.19,3,421.73,6,beach,1,6.751669,79.860438,"['3', '1', '6', '2', '7', '5', '118']",18.26,38950.87
853,110515.29,4,439.01,3,relaxation,3,6.746924,81.687893,"['34', '108', '10', '33', '95', '35', '67', '36', '13', '96']",19.44,96902.23
854,346292.88,5,71.32,2,historical,2,6.135665,80.906044,"['117', '61', '10', '72', '55', '115', '82', '114', '34', '33', '30', '32']",35.23,279048.2
855,81917.04,2,395.04,1,mixed,1,8.048881,80.228137,"['81', '83', '3', '1', '46']",8.64,65698.07
856,384483.99,4,333.9,1,wildlife,3,7.903521,80.965033,"['35', '122', '53', '43', '85', '15', '11', '34', '9', '13']",29.19,242739.43
857,23863.49,5,217.5,8,wildlife,1,9.708739,79.873075,"['85', '83', '43', '104', '35', '122', '14', '92', '46', '57', '105', '81']",15.18,17977.66
858,48750.1,1,89.3,2,beach,3,6.050434,79.583239,"['118', '5', '6', '3', '1']",7.5,34119.13
859,106669.85,2,483.18,3,relaxation,3,8.433064,79.681906,"['96', '34', '95', '12', '13']",12.87,67015.48
860,40643.74,4,206.25,3,cultural,2,8.124505,79.729074,"['48', '106', '73', '64', '116', '60', '16', '17', '15', '71']",22.37,32844.02
861,89619.83,10,200.8,1,adventure,1,6.838481,80.263242,"['92', '42', '31', '32', '29', '40', '47', '30', '87', '55', '54', '50']",57.89,79379.77
862,16474.31,2,463.07,2,adventure,2,9.175283,79.952011,"['31', '29', '32', '30', '102']",14.6,14658.73
863,14975.93,4,105.32,4,mixed,1,6.795564,79.904647,"['3', '6', '36', '1', '2', '7', '5', '10', '34', '83']",27.86,10435.42
864,147788.59,7,162.75,6,beach,3,9.777542,80.550635,"['100', '5', '8', '108', '14', '103', '90', '107', '111', '51', '121', '118']",37.63,121294.83
865,75557.96,2,407.65,2,relaxation,3,8.943468,81.170613,"['96', '13', '34', '95', '12']",12.4,47607.93
866,185878.96,7,206.44,5,wildlife,1,7.303562,81.004919,"['35', '92', '26', '53', '122', '25', '27', '105', '28', '42', '85', '78']",28.4,132813.0
867,90023.91,2,169.62,2,historical,3,6.110572,80.505327,"['10', '34', '36', '33', '95']",13.31,62405.68
868,150860.99,4,445.08,2,adventure,2,7.979492,81.357024,"['31', '32', '29', '30', '102', '55', '88', '94', '62', '120']",13.36,121512.42
869,57785.11,3,241.36,2,cultural,1,7.802077,80.61463,"['74', '15', '34', '73', '65', '33', '48']",19.17,40387.05
870,24750.17,7,199.21,5,relaxation,3,5.975679,80.171612,"['10', '36', '34', '5', '95', '96', '108', '1', '33', '35', '118', '6']",42.61,17331.96
871,35185.18,7,148.49,2,wildlife,3,9.433002,81.027695,"['43', '35', '122', '14', '85', '96', '100', '121', '111', '95', '109', '107']",40.64,29385.17
872,79231.0,7,380.36,2,mixed,1,8.657654,81.608437,"['83', '81', '1', '3', '7', '2', '90', '6', '46', '64', '8', '96']",37.48,58944.33
873,119431.45,3,312.92,4,mixed,2,6.074525,81.071495,"['117', '4', '64', '115', '51', '8', '10']",14.49,87341.73
874,29726.31,1,423.3,3,beach,3,8.15553,81.436713,"['5', '108', '100', '118', '63']",7.5,26483.88
875,104077.58,4,411.06,2,beach,1,9.062863,81.46703,"['90', '3', '1', '2', '7', '6', '8', '51', '100', '108']",29.93,75082.68
876,409178.24,4,163.94,1,beach,2,7.709045,80.168023,"['8', '51', '4', '5', '3', '48', '118', '1', '6', '108']",24.15,349061.44
877,77688.36,2,408.97,2,historical,2,7.406171,81.520038,"['117', '64', '116', '115', '34']",9.46,52365.63
878,15890.57,2,377.66,3,relaxation,2,7.34911,81.097229,"['117', '64', '8', '4', '34']",7.07,14192.22
879,91486.79,7,163.46,1,beach,2,7.668614,79.639853,"['8', '5', '4', '51', '3', '48', '112', '118', '6', '1', '2', '7']",36.78,61252.17
880,127693.39,1,189.31,4,beach,3,7.697888,81.03527,"['108', '5', '118', '56', '100']",7.96,82486.98
881,11829.37,7,425.58,5,wildlife,3,6.61359,80.008564,"['17', '16', '35', '40', '10', '36', '38', '95', '96', '53', '5', '15']",21.43,7179.12
882,262858.72,14,293.63,2,beach,3,6.294511,79.559972,"['118', '5', '108', '56', '63', '3', '1', '6', '2', '7', '100', '10']",59.09,239013.2
883,46016.73,10,390.08,2,mixed,1,8.85241,81.14012,"['83', '46', '1', '7', '81', '6', '2', '64', '3', '90', '96', '95']",63.83,41699.12
884,11596.63,4,382.55,3,wildlife,3,8.890699,81.236797,"['35', '122', '53', '96', '43', '40', '95', '16', '17', '14']",19.76,6985.41
885,269570.26,4,490.48,2,cultural,2,8.416294,79.58835,"['64', '48', '73', '116', '106', '60', '71', '115', '119', '82']",13.98,203481.85
886,84944.34,7,456.1,4,mixed,2,7.905867,79.778984,"['64', '117', '85', '8', '116', '4', '51', '96', '115', '95', '34', '36']",42.86,51424.58
887,47165.68,1,270.44,2,adventure,1,9.22798,81.62726,"['98', '92', '87', '42', '99']",7.51,41451.89
888,216717.32,3,411.72,4,historical,3,7.496455,79.922398,"['34', '95', '96', '36', '33', '13', '10']",19.84,185451.79
889,49744.59,5,408.81,2,beach,3,6.874231,80.538777,"['5', '108', '118', '63', '56', '1', '3', '2', '7', '100', '6', '4']",39.72,42040.56
890,66928.21,1,87.18,4,historical,2,5.951125,80.730681,"['61', '10', '117', '115', '72']",3.32,48045.87
891,185473.49,14,315.89,4,mixed,3,9.074803,80.354073,"['96', '14', '95', '12', '13', '34', '33', '43', '11', '9', '35', '36']",81.89,167165.98
892,17265.29,2,143.94,6,beach,3,7.373402,81.74458,"['108', '5', '63', '4', '56']",15.96,16384.31
893,129939.93,5,380.71,2,mixed,1,9.03648,80.271766,"['83', '81', '46', '3', '1', '2', '6', '7', '90', '96', '64', '74']",30.71,91188.48
894,33181.87,14,436.48,2,beach,1,8.133006,81.274711,"['1', '7', '6', '2', '3', '8', '5', '108', '90', '83', '4', '92']",94.86,27970.28
895,450780.12,4,499.31,2,beach,3,8.396091,80.720356,"['5', '100', '108', '118', '63', '56', '8', '51', '3', '1']",21.23,277327.5
896,446039.85,3,178.64,2,adventure,1,7.762063,80.83853,"['92', '42', '87', '31', '29', '98', '32']",9.4,347268.52
897,323650.83,3,296.24,4,adventure,3,8.002256,80.449975,"['47', '40', '50', '111', '54', '113', '92']",9.5,285207.34
898,27115.57,3,400.45,2,relaxation,1,5.928397,79.90568,"['1', '6', '2', '3', '7', '83', '61']",18.15,20983.74
899,26097.97,5,129.17,1,adventure,3,6.054342,80.085926,"['40', '47', '54', '113', '50', '10', '32', '31', '55', '29', '92', '30']",32.64,17246.56
900,41120.35,2,159.8,2,historical,2,6.585281,81.803278,"['117', '64', '34', '67', '115']",7.02,36111.03
901,42531.17,7,90.89,4,cultural,2,9.657077,80.36286,"['64', '116', '106', '121', '48', '73', '97', '60', '84', '101', '86', '14']",30.65,29231.85
902,206965.66,3,494.95,2,adventure,2,7.117009,80.375906,"['31', '32', '29', '55', '120', '30', '41']",9.61,139245.86
903,388292.18,4,164.42,2,beach,3,7.682722,80.145972,"['5', '118', '108', '56', '100', '63', '3', '95', '15', '34']",21.86,300830.87
904,135383.97,3,467.22,3,historical,2,7.880713,80.602878,"['117', '64', '116', '115', '34', '13', '95']",20.45,123705.08
905,33236.56,2,484.23,6,mixed,2,9.376491,80.650121,"['64', '8', '85', '117', '116']",14.47,28702.03
906,106916.9,7,237.47,2,relaxation,3,7.313413,80.97051,"['34', '33', '95', '35', '13', '108', '96', '36', '10', '11', '9', '5']",27.7,65421.55
907,133567.06,2,244.63,2,mixed,1,6.881743,79.9169,"['3', '1', '6', '2', '7']",12.86,118631.9
908,97087.69,4,223.08,5,relaxation,2,9.28299,81.832704,"['64', '8', '51', '117', '85', '116', '4', '93', '90', '100']",12.47,84052.79
909,111636.56,4,492.36,6,adventure,3,7.733975,81.683171,"['40', '47', '50', '54', '111', '113', '92', '31', '32', '29']",23.14,83541.68
910,37669.21,5,385.02,1,beach,2,6.74304,81.706783,"['4', '8', '51', '108', '7', '1', '2', '6', '5', '3', '63', '32']",19.07,28589.62
911,89877.32,4,335.63,1,adventure,1,7.157425,80.643274,"['92', '42', '87', '31', '29', '32', '40', '98', '30', '47']",12.93,60332.33
912,115122.04,5,309.53,4,mixed,2,7.989562,80.160756,"['64', '117', '85', '116', '8', '51', '4', '115', '96', '95', '34', '13']",19.88,104131.75
913,40303.06,4,287.68,2,beach,3,9.217358,80.892692,"['100', '5', '108', '8', '118', '63', '56', '90', '51', '96']",15.58,27758.47
914,227531.67,7,250.54,2,wildlife,1,6.283789,81.850275,"['53', '35', '19', '7', '26', '25', '92', '2', '27', '1', '28', '122']",28.81,187923.92
915,24606.72,1,213.52,2,cultural,3,8.446241,81.494268,"['15', '34', '77', '70', '67']",6.29,19603.32
916,10761.24,5,222.94,1,wildlife,1,8.694247,81.502718,"['83', '92', '35', '25', '78', '64', '8', '96', '31', '29', '46', '105']",38.55,8633.03
917,109943.08,5,76.43,2,historical,1,9.053897,80.470173,"['83', '81', '64', '101', '46', '96', '14', '12', '116', '104', '77', '13']",24.17,77036.69
918,257984.77,7,115.96,2,adventure,1,7.099253,80.390737,"['92', '42', '31', '29', '41', '87', '32', '47', '54', '50', '40', '120']",22.97,226788.91
919,49691.4,4,351.28,2,mixed,3,8.775263,81.863623,"['96', '95', '34', '13', '11', '14', '12', '33', '108', '9']",31.33,47189.61
920,66249.48,4,209.57,4,adventure,2,7.094881,81.553083,"['32', '30', '31', '29', '62', '45', '55', '41', '102', '120']",18.85,57221.94
921,185292.8,1,425.4,1,adventure,1,6.840479,79.55618,"['92', '87', '42', '120', '50']",4.11,134440.54
922,309068.32,10,63.81,2,historical,2,6.412766,80.846422,"['117', '10', '61', '55', '115', '34', '32', '30', '33', '74', '31', '72']",47.45,208256.15
923,99267.62,4,495.01,2,historical,3,6.43413,79.92581,"['10', '36', '34', '33', '95', '96', '13', '12', '9', '11']",27.48,82412.72
924,30921.68,10,182.22,2,adventure,2,6.218464,80.349713,"['32', '31', '29', '30', '55', '62', '40', '45', '92', '102', '120', '54']",62.78,22352.02
925,215853.21,1,178.88,1,cultural,3,9.409986,80.251835,"['121', '101', '77', '15', '34']",3.16,131375.39
926,34003.71,10,377.53,2,relaxation,3,7.368577,81.292957,"['95', '10', '34', '96', '36', '108', '5', '13', '33', '14', '35', '12']",73.35,27146.56
927,109596.13,4,336.26,3,wildlife,2,7.360986,79.832248,"['85', '35', '122', '48', '53', '31', '43', '112', '32', '29']",21.04,93393.53
928,61701.53,7,350.66,2,beach,2,8.242054,80.857043,"['8', '4', '51', '5', '108', '1', '3', '7', '2', '6', '73', '64']",49.9,44364.02
929,44834.54,5,396.3,4,beach,1,8.494962,81.786249,"['1', '7', '2', '3', '6', '90', '8', '108', '4', '5', '51', '100']",28.39,36908.2
930,39168.1,1,174.25,2,cultural,3,8.96057,80.616667,"['121', '77', '15', '34', '101']",7.56,26606.56
931,107743.02,5,97.13,3,mixed,1,6.256779,80.853886,"['7', '2', '1', '61', '6', '3', '74', '10', '53', '34', '117', '108']",31.5,74907.19
932,31457.97,14,84.86,1,historical,3,7.766218,81.220494,"['95', '34', '13', '96', '11', '33', '36', '10', '12', '83', '9', '40']",69.18,28111.11
933,182100.17,2,365.61,6,relaxation,1,6.820188,79.628528,"['3', '1', '6', '2', '7']",14.4,146268.28
934,68295.84,3,396.38,1,beach,1,8.704678,79.900636,"['3', '1', '6', '2', '7', '90', '5']",11.14,50925.95
935,148795.11,1,229.75,3,adventure,2,7.691691,80.100773,"['31', '29', '32', '120', '41']",5.95,132645.63
936,133516.92,2,145.93,2,mixed,1,7.010609,81.865664,"['7', '74', '4', '2', '1']",13.74,97248.45
937,82244.6,3,206.39,2,cultural,3,6.175709,79.788539,"['17', '16', '36', '15', '34', '18', '33']",16.83,70811.26
938,15227.18,1,379.94,2,beach,1,7.333637,81.842165,"['1', '7', '2', '3', '6']",5.6,13065.31
939,80248.06,14,274.82,4,mixed,1,8.089067,80.711298,"['83', '81', '46', '1', '3', '7', '6', '2', '95', '96', '34', '13']",97.35,67942.58
940,243515.81,2,183.09,4,mixed,1,6.23871,80.636213,"['2', '7', '1', '6', '3']",15.56,222786.28
941,273371.67,5,249.11,4,historical,2,7.301739,79.999878,"['117', '115', '64', '116', '34', '36', '95', '33', '96', '13', '10', '9']",25.86,222700.94
942,477066.18,3,377.46,1,historical,2,9.696494,79.59603,"['64', '116', '117', '115', '14', '96', '12']",21.63,442452.02
943,121074.62,4,122.11,4,wildlife,3,6.663518,79.765743,"['35', '122', '53', '17', '36', '16', '38', '47', '39', '37']",14.64,110826.2
944,122660.19,4,419.29,2,historical,2,8.563254,81.834274,"['64', '117', '116', '115', '34', '96', '13', '95', '11', '33']",15.23,89611.36
945,139911.7,1,375.0,2,relaxation,3,7.025665,81.182235,"['34', '35', '10', '33', '13']",4.31,114510.98
946,16320.72,3,153.57,3,relaxation,1,7.44842,80.342671,"['83', '3', '95', '1', '81', '6', '34']",12.28,14471.66
947,21574.69,2,273.27,3,beach,3,8.479179,81.495818,"['108', '5', '100', '8', '118']",13.81,13160.87
948,360765.29,2,85.56,2,beach,2,6.353246,80.66613,"['7', '2', '1', '55', '4']",10.27,222085.88
949,477013.03,7,479.49,1,mixed,3,7.25921,80.864912,"['34', '33', '35', '95', '10', '13', '96', '9', '36', '11', '108', '12']",21.86,410472.63
950,66653.84,2,334.9,3,cultural,1,7.5632,81.842454,"['74', '65', '73', '15', '34']",9.84,60727.21
951,89149.96,7,372.28,2,cultural,1,8.118905,81.228729,"['73', '74', '15', '64', '34', '65', '33', '48', '16', '17', '36', '70']",46.71,73971.0
952,125668.3,7,340.86,1,beach,2,7.918853,80.743735,"['8', '4', '51', '5', '108', '3', '1', '2', '7', '6', '73', '118']",24.15,87890.49
953,173380.62,14,325.8,1,beach,1,6.794695,80.571848,"['1', '3', '2', '7', '6', '5', '108', '4', '90', '118', '92', '8']",101.13,131279.52
